PL_01x01
i        j       Height(m a.s.l.)
64       31      2.04100E+02
64       32      2.14000E+02
64       33      2.33700E+02
64       34      2.18600E+02
64       35      2.06100E+02
64       36      2.23200E+02
64       37      2.32300E+02
64       38      2.24500E+02
64       39      2.09200E+02
64       40      1.90800E+02
64       41      1.78900E+02
64       42      1.67500E+02
64       43      1.60600E+02
64       44      1.61700E+02
64       45      1.56900E+02
64       46      1.47900E+02
64       47      1.50000E+02
64       48      1.53100E+02
64       49      1.38600E+02
64       50      1.17900E+02
64       51      1.03000E+02
64       52      9.77500E+01
64       53      9.47500E+01
64       54      8.89600E+01
64       55      8.85000E+01
64       56      9.20600E+01
64       57      8.93600E+01
64       58      7.05600E+01
64       59      6.06100E+01
64       60      6.79100E+01
64       61      5.80700E+01
64       62      5.36900E+01
64       63      7.52300E+01
64       64      9.28900E+01
64       65      9.86500E+01
64       66      1.04200E+02
64       67      1.18500E+02
64       68      1.30600E+02
64       69      1.50300E+02
64       70      1.92000E+02
64       71      2.02000E+02
64       72      1.82000E+02
64       73      1.72800E+02
64       74      1.27000E+02
64       75      5.84500E+01
64       76      2.41400E+01
64       77      8.15300E+00
64       78      0.00000E+00
64       79      0.00000E+00
64       80      0.00000E+00
64       81      0.00000E+00
64       82      0.00000E+00
64       83      0.00000E+00
64       84      0.00000E+00
64       85      0.00000E+00
64       86      0.00000E+00
64       87      0.00000E+00
64       88      0.00000E+00
64       89      0.00000E+00
64       90      0.00000E+00
64       91      0.00000E+00
64       92      0.00000E+00
64       93      0.00000E+00
64       94      0.00000E+00
64       95      0.00000E+00
64       96      0.00000E+00
64       97      3.72200E-01
64       98      1.13000E+00
64       99      3.90000E+00
64       100     1.08300E+01
64       101     2.43300E+01
64       102     3.15300E+01
64       103     2.96700E+01
64       104     2.92200E+01
65       1       1.79100E+02
65       2       2.01000E+02
65       3       2.31200E+02
65       4       2.57700E+02
65       5       2.65700E+02
65       6       1.96400E+02
65       7       1.60400E+02
65       8       1.86700E+02
65       9       1.90800E+02
65       10      1.80900E+02
65       11      1.93300E+02
65       12      2.77100E+02
65       13      4.14300E+02
65       14      4.20000E+02
65       15      3.21200E+02
65       16      3.89500E+02
65       17      6.00600E+02
65       18      6.50900E+02
65       19      4.83300E+02
65       20      3.99200E+02
65       21      5.40700E+02
65       22      7.01900E+02
65       23      7.48200E+02
65       24      6.67200E+02
65       25      4.57600E+02
65       26      2.99200E+02
65       27      2.50700E+02
65       28      2.41900E+02
65       29      2.58000E+02
65       30      2.49300E+02
65       31      2.27500E+02
65       32      2.23100E+02
65       33      2.27000E+02
65       34      2.20300E+02
65       35      2.21800E+02
65       36      2.41800E+02
65       37      2.50100E+02
65       38      2.33500E+02
65       39      2.09500E+02
65       40      1.95700E+02
65       41      1.81400E+02
65       42      1.67300E+02
65       43      1.67300E+02
65       44      1.71900E+02
65       45      1.60900E+02
65       46      1.45400E+02
65       47      1.47400E+02
65       48      1.50200E+02
65       49      1.34900E+02
65       50      1.13500E+02
65       51      1.02100E+02
65       52      1.00400E+02
65       53      9.85000E+01
65       54      9.51900E+01
65       55      9.69300E+01
65       56      1.00900E+02
65       57      9.58500E+01
65       58      7.36700E+01
65       59      6.32400E+01
65       60      8.09200E+01
65       61      7.60800E+01
65       62      5.36800E+01
65       63      6.40200E+01
65       64      8.88600E+01
65       65      9.92400E+01
65       66      1.02900E+02
65       67      1.12000E+02
65       68      1.17000E+02
65       69      1.26200E+02
65       70      1.49100E+02
65       71      1.55500E+02
65       72      1.49300E+02
65       73      1.31200E+02
65       74      7.65000E+01
65       75      2.24200E+01
65       76      3.88800E+00
65       77      1.39000E+00
65       78      8.26400E-02
65       79      0.00000E+00
65       80      0.00000E+00
65       81      0.00000E+00
65       82      0.00000E+00
65       83      0.00000E+00
65       84      0.00000E+00
65       85      0.00000E+00
65       86      0.00000E+00
65       87      0.00000E+00
65       88      0.00000E+00
65       89      0.00000E+00
65       90      0.00000E+00
65       91      0.00000E+00
65       92      0.00000E+00
65       93      0.00000E+00
65       94      0.00000E+00
65       95      0.00000E+00
65       96      1.61100E-02
65       97      0.00000E+00
65       98      6.94400E-03
65       99      5.87400E-01
65       100     7.18300E+00
65       101     2.33900E+01
65       102     3.37100E+01
65       103     3.06000E+01
65       104     2.85100E+01
66       1       1.74900E+02
66       2       1.88200E+02
66       3       2.03500E+02
66       4       2.38600E+02
66       5       2.44200E+02
66       6       1.81200E+02
66       7       1.56600E+02
66       8       1.66700E+02
66       9       1.62000E+02
66       10      1.55900E+02
66       11      1.96700E+02
66       12      3.36000E+02
66       13      5.12000E+02
66       14      5.94900E+02
66       15      4.97200E+02
66       16      3.97300E+02
66       17      5.49700E+02
66       18      6.80200E+02
66       19      5.68000E+02
66       20      4.44800E+02
66       21      4.78100E+02
66       22      6.12100E+02
66       23      7.27000E+02
66       24      7.25900E+02
66       25      5.25200E+02
66       26      3.22600E+02
66       27      2.63000E+02
66       28      2.57800E+02
66       29      2.63500E+02
66       30      2.56100E+02
66       31      2.39100E+02
66       32      2.28100E+02
66       33      2.28600E+02
66       34      2.26500E+02
66       35      2.35800E+02
66       36      2.51800E+02
66       37      2.49000E+02
66       38      2.32300E+02
66       39      2.15400E+02
66       40      2.01700E+02
66       41      1.79600E+02
66       42      1.65100E+02
66       43      1.67400E+02
66       44      1.64900E+02
66       45      1.49400E+02
66       46      1.35600E+02
66       47      1.31600E+02
66       48      1.24600E+02
66       49      1.10900E+02
66       50      1.02900E+02
66       51      1.06200E+02
66       52      1.08500E+02
66       53      1.02200E+02
66       54      9.85100E+01
66       55      1.03000E+02
66       56      1.05500E+02
66       57      9.34800E+01
66       58      7.30000E+01
66       59      7.32000E+01
66       60      9.44800E+01
66       61      9.54200E+01
66       62      6.90600E+01
66       63      5.60800E+01
66       64      7.37300E+01
66       65      9.37400E+01
66       66      9.69800E+01
66       67      9.64700E+01
66       68      9.53100E+01
66       69      9.22700E+01
66       70      8.88900E+01
66       71      8.89500E+01
66       72      8.79700E+01
66       73      6.12000E+01
66       74      2.27600E+01
66       75      2.84200E+00
66       76      1.08300E+00
66       77      0.00000E+00
66       78      0.00000E+00
66       79      3.61200E-02
66       80      0.00000E+00
66       81      0.00000E+00
66       82      0.00000E+00
66       83      0.00000E+00
66       84      0.00000E+00
66       85      0.00000E+00
66       86      0.00000E+00
66       87      0.00000E+00
66       88      0.00000E+00
66       89      0.00000E+00
66       90      0.00000E+00
66       91      0.00000E+00
66       92      0.00000E+00
66       93      0.00000E+00
66       94      0.00000E+00
66       95      0.00000E+00
66       96      3.49600E-03
66       97      0.00000E+00
66       98      0.00000E+00
66       99      0.00000E+00
66       100     1.54600E+00
66       101     1.61700E+01
66       102     3.03900E+01
66       103     2.97000E+01
66       104     2.55300E+01
67       1       1.69000E+02
67       2       1.80500E+02
67       3       1.92700E+02
67       4       2.09000E+02
67       5       1.94600E+02
67       6       1.57100E+02
67       7       1.47300E+02
67       8       1.40700E+02
67       9       1.43600E+02
67       10      1.57900E+02
67       11      2.28400E+02
67       12      3.59300E+02
67       13      4.54800E+02
67       14      5.93500E+02
67       15      6.40800E+02
67       16      4.72200E+02
67       17      4.95400E+02
67       18      6.99000E+02
67       19      6.92600E+02
67       20      5.11200E+02
67       21      4.56200E+02
67       22      5.68900E+02
67       23      6.60400E+02
67       24      6.58100E+02
67       25      5.07200E+02
67       26      3.35800E+02
67       27      2.79100E+02
67       28      2.71600E+02
67       29      2.70800E+02
67       30      2.62400E+02
67       31      2.41900E+02
67       32      2.33400E+02
67       33      2.37900E+02
67       34      2.36900E+02
67       35      2.47100E+02
67       36      2.56200E+02
67       37      2.45000E+02
67       38      2.30100E+02
67       39      2.17200E+02
67       40      1.96300E+02
67       41      1.72500E+02
67       42      1.64100E+02
67       43      1.64100E+02
67       44      1.50600E+02
67       45      1.32100E+02
67       46      1.24200E+02
67       47      1.20200E+02
67       48      1.09700E+02
67       49      9.49800E+01
67       50      9.24500E+01
67       51      1.06500E+02
67       52      1.11900E+02
67       53      9.98200E+01
67       54      9.33800E+01
67       55      1.00600E+02
67       56      1.05400E+02
67       57      8.92700E+01
67       58      6.99900E+01
67       59      8.00800E+01
67       60      1.00800E+02
67       61      1.05400E+02
67       62      8.12000E+01
67       63      4.35700E+01
67       64      4.38700E+01
67       65      7.16000E+01
67       66      8.24600E+01
67       67      7.67700E+01
67       68      6.94200E+01
67       69      6.09100E+01
67       70      4.49500E+01
67       71      3.34100E+01
67       72      2.59000E+01
67       73      8.62400E+00
67       74      0.00000E+00
67       75      6.14500E-01
67       76      8.51200E-01
67       77      1.22900E-01
67       78      0.00000E+00
67       79      2.93400E-05
67       80      0.00000E+00
67       81      0.00000E+00
67       82      0.00000E+00
67       83      0.00000E+00
67       84      0.00000E+00
67       85      0.00000E+00
67       86      0.00000E+00
67       87      0.00000E+00
67       88      0.00000E+00
67       89      0.00000E+00
67       90      0.00000E+00
67       91      0.00000E+00
67       92      0.00000E+00
67       93      0.00000E+00
67       94      0.00000E+00
67       95      0.00000E+00
67       96      2.93400E-05
67       97      0.00000E+00
67       98      1.08300E-02
67       99      0.00000E+00
67       100     0.00000E+00
67       101     7.80000E+00
67       102     1.98100E+01
67       103     2.22400E+01
67       104     1.89700E+01
68       1       1.58000E+02
68       2       1.68800E+02
68       3       1.96600E+02
68       4       2.29500E+02
68       5       2.34200E+02
68       6       2.02700E+02
68       7       1.79300E+02
68       8       1.66400E+02
68       9       1.53200E+02
68       10      1.73600E+02
68       11      2.74900E+02
68       12      4.22400E+02
68       13      4.58900E+02
68       14      4.50200E+02
68       15      5.38500E+02
68       16      5.53200E+02
68       17      5.22100E+02
68       18      6.57400E+02
68       19      7.57600E+02
68       20      5.90700E+02
68       21      4.67600E+02
68       22      5.32000E+02
68       23      5.66100E+02
68       24      5.66600E+02
68       25      5.09100E+02
68       26      3.75400E+02
68       27      2.87900E+02
68       28      2.68700E+02
68       29      2.76900E+02
68       30      2.75600E+02
68       31      2.51900E+02
68       32      2.48300E+02
68       33      2.54200E+02
68       34      2.51400E+02
68       35      2.60000E+02
68       36      2.65600E+02
68       37      2.54800E+02
68       38      2.34900E+02
68       39      2.12600E+02
68       40      1.87500E+02
68       41      1.69100E+02
68       42      1.64700E+02
68       43      1.59800E+02
68       44      1.46000E+02
68       45      1.32500E+02
68       46      1.27100E+02
68       47      1.22700E+02
68       48      1.10100E+02
68       49      9.54000E+01
68       50      9.16400E+01
68       51      1.02000E+02
68       52      1.08300E+02
68       53      9.91300E+01
68       54      9.18300E+01
68       55      9.61800E+01
68       56      9.73500E+01
68       57      7.97100E+01
68       58      6.63700E+01
68       59      8.26500E+01
68       60      1.03300E+02
68       61      1.10900E+02
68       62      9.30000E+01
68       63      5.12700E+01
68       64      3.26700E+01
68       65      4.19400E+01
68       66      5.10100E+01
68       67      4.79300E+01
68       68      3.93400E+01
68       69      2.96400E+01
68       70      1.66600E+01
68       71      1.04000E+01
68       72      5.70000E+00
68       73      0.00000E+00
68       74      0.00000E+00
68       75      3.09600E+00
68       76      1.46300E+00
68       77      0.00000E+00
68       78      0.00000E+00
68       79      0.00000E+00
68       80      0.00000E+00
68       81      0.00000E+00
68       82      0.00000E+00
68       83      0.00000E+00
68       84      0.00000E+00
68       85      0.00000E+00
68       86      0.00000E+00
68       87      0.00000E+00
68       88      0.00000E+00
68       89      0.00000E+00
68       90      0.00000E+00
68       91      0.00000E+00
68       92      0.00000E+00
68       93      0.00000E+00
68       94      0.00000E+00
68       95      0.00000E+00
68       96      0.00000E+00
68       97      0.00000E+00
68       98      3.58000E-03
68       99      0.00000E+00
68       100     0.00000E+00
68       101     2.66200E+00
68       102     9.45200E+00
68       103     1.30300E+01
68       104     1.18200E+01
69       1       1.46500E+02
69       2       1.57200E+02
69       3       2.10000E+02
69       4       2.82500E+02
69       5       3.18200E+02
69       6       2.83700E+02
69       7       2.75300E+02
69       8       2.95300E+02
69       9       2.10400E+02
69       10      1.66900E+02
69       11      2.88900E+02
69       12      4.90700E+02
69       13      5.64300E+02
69       14      4.45900E+02
69       15      5.08100E+02
69       16      6.92800E+02
69       17      6.41200E+02
69       18      5.62100E+02
69       19      6.45700E+02
69       20      6.51400E+02
69       21      5.55800E+02
69       22      5.59400E+02
69       23      6.03500E+02
69       24      6.25900E+02
69       25      6.17800E+02
69       26      4.81300E+02
69       27      3.12200E+02
69       28      2.54500E+02
69       29      2.72600E+02
69       30      2.85900E+02
69       31      2.72500E+02
69       32      2.67000E+02
69       33      2.68000E+02
69       34      2.69600E+02
69       35      2.80600E+02
69       36      2.81700E+02
69       37      2.67000E+02
69       38      2.38500E+02
69       39      2.10800E+02
69       40      1.91800E+02
69       41      1.74800E+02
69       42      1.62300E+02
69       43      1.53700E+02
69       44      1.53500E+02
69       45      1.52300E+02
69       46      1.41300E+02
69       47      1.28600E+02
69       48      1.12200E+02
69       49      9.97300E+01
69       50      9.97900E+01
69       51      1.06200E+02
69       52      1.09200E+02
69       53      1.02800E+02
69       54      9.30900E+01
69       55      8.73600E+01
69       56      7.83000E+01
69       57      6.89000E+01
69       58      7.14800E+01
69       59      8.28400E+01
69       60      9.69700E+01
69       61      1.08400E+02
69       62      1.04400E+02
69       63      8.35000E+01
69       64      6.38200E+01
69       65      4.56600E+01
69       66      3.07100E+01
69       67      2.61100E+01
69       68      2.11700E+01
69       69      1.02400E+01
69       70      5.25700E+00
69       71      9.36900E+00
69       72      7.23100E+00
69       73      7.29800E-01
69       74      1.50000E-01
69       75      1.55700E+00
69       76      5.73400E-01
69       77      0.00000E+00
69       78      5.01700E-03
69       79      0.00000E+00
69       80      0.00000E+00
69       81      0.00000E+00
69       82      0.00000E+00
69       83      0.00000E+00
69       84      0.00000E+00
69       85      0.00000E+00
69       86      0.00000E+00
69       87      0.00000E+00
69       88      0.00000E+00
69       89      0.00000E+00
69       90      0.00000E+00
69       91      0.00000E+00
69       92      0.00000E+00
69       93      0.00000E+00
69       94      0.00000E+00
69       95      0.00000E+00
69       96      0.00000E+00
69       97      0.00000E+00
69       98      0.00000E+00
69       99      1.83500E-02
69       100     0.00000E+00
69       101     1.03700E+00
69       102     3.87700E+00
69       103     6.29100E+00
69       104     6.09300E+00
70       1       1.34500E+02
70       2       1.40500E+02
70       3       1.86500E+02
70       4       2.45100E+02
70       5       2.88900E+02
70       6       2.80400E+02
70       7       3.10500E+02
70       8       3.69100E+02
70       9       2.70700E+02
70       10      1.99600E+02
70       11      2.79700E+02
70       12      4.36800E+02
70       13      5.35400E+02
70       14      5.00600E+02
70       15      6.14300E+02
70       16      8.37300E+02
70       17      8.49100E+02
70       18      6.62500E+02
70       19      5.91300E+02
70       20      6.98700E+02
70       21      7.03600E+02
70       22      6.85500E+02
70       23      7.18100E+02
70       24      7.27400E+02
70       25      7.42400E+02
70       26      5.87500E+02
70       27      3.38600E+02
70       28      2.46100E+02
70       29      2.60300E+02
70       30      2.79400E+02
70       31      2.80300E+02
70       32      2.72700E+02
70       33      2.73500E+02
70       34      2.88600E+02
70       35      3.02500E+02
70       36      2.92100E+02
70       37      2.67100E+02
70       38      2.32600E+02
70       39      2.10300E+02
70       40      2.04400E+02
70       41      1.83000E+02
70       42      1.59300E+02
70       43      1.54400E+02
70       44      1.65700E+02
70       45      1.68100E+02
70       46      1.49200E+02
70       47      1.30100E+02
70       48      1.11900E+02
70       49      9.95400E+01
70       50      1.04800E+02
70       51      1.12200E+02
70       52      1.12400E+02
70       53      1.05300E+02
70       54      8.93800E+01
70       55      7.27900E+01
70       56      6.21700E+01
70       57      6.76400E+01
70       58      7.96600E+01
70       59      8.01400E+01
70       60      8.66500E+01
70       61      1.01400E+02
70       62      1.04700E+02
70       63      9.81800E+01
70       64      9.19000E+01
70       65      7.77700E+01
70       66      5.54100E+01
70       67      4.46700E+01
70       68      3.43700E+01
70       69      1.33800E+01
70       70      4.98000E+00
70       71      7.78300E+00
70       72      5.07300E+00
70       73      7.32700E-01
70       74      0.00000E+00
70       75      0.00000E+00
70       76      0.00000E+00
70       77      9.89900E-03
70       78      0.00000E+00
70       79      0.00000E+00
70       80      0.00000E+00
70       81      0.00000E+00
70       82      0.00000E+00
70       83      0.00000E+00
70       84      0.00000E+00
70       85      0.00000E+00
70       86      0.00000E+00
70       87      0.00000E+00
70       88      0.00000E+00
70       89      0.00000E+00
70       90      0.00000E+00
70       91      0.00000E+00
70       92      0.00000E+00
70       93      0.00000E+00
70       94      0.00000E+00
70       95      0.00000E+00
70       96      0.00000E+00
70       97      0.00000E+00
70       98      0.00000E+00
70       99      4.40100E-04
70       100     9.48100E-03
70       101     6.20500E-01
70       102     1.56800E+00
70       103     2.73800E+00
70       104     3.45100E+00
71       1       1.24300E+02
71       2       1.23000E+02
71       3       1.29700E+02
71       4       1.37000E+02
71       5       1.62500E+02
71       6       1.99800E+02
71       7       2.47100E+02
71       8       2.70200E+02
71       9       2.37400E+02
71       10      2.68500E+02
71       11      3.29000E+02
71       12      3.96600E+02
71       13      4.54500E+02
71       14      4.58500E+02
71       15      5.39400E+02
71       16      7.27800E+02
71       17      9.15500E+02
71       18      9.04100E+02
71       19      7.49600E+02
71       20      7.37500E+02
71       21      7.93300E+02
71       22      8.01000E+02
71       23      7.64900E+02
71       24      7.08200E+02
71       25      6.88200E+02
71       26      5.65100E+02
71       27      3.60900E+02
71       28      2.56700E+02
71       29      2.50500E+02
71       30      2.73000E+02
71       31      2.80000E+02
71       32      2.77100E+02
71       33      2.87600E+02
71       34      3.07900E+02
71       35      3.08800E+02
71       36      2.85200E+02
71       37      2.58700E+02
71       38      2.25500E+02
71       39      2.07900E+02
71       40      2.08700E+02
71       41      1.86000E+02
71       42      1.63900E+02
71       43      1.65800E+02
71       44      1.74500E+02
71       45      1.71300E+02
71       46      1.51900E+02
71       47      1.34900E+02
71       48      1.14800E+02
71       49      9.83000E+01
71       50      1.05700E+02
71       51      1.12800E+02
71       52      1.12600E+02
71       53      1.05800E+02
71       54      8.14300E+01
71       55      6.40700E+01
71       56      6.85600E+01
71       57      7.87200E+01
71       58      8.26900E+01
71       59      7.94200E+01
71       60      8.34100E+01
71       61      9.59500E+01
71       62      9.47800E+01
71       63      8.73000E+01
71       64      9.09500E+01
71       65      9.31800E+01
71       66      8.55000E+01
71       67      7.22300E+01
71       68      4.77100E+01
71       69      1.93000E+01
71       70      8.39500E+00
71       71      7.54700E+00
71       72      3.53300E+00
71       73      3.46200E-01
71       74      0.00000E+00
71       75      0.00000E+00
71       76      0.00000E+00
71       77      5.22300E-03
71       78      0.00000E+00
71       79      0.00000E+00
71       80      0.00000E+00
71       81      0.00000E+00
71       82      0.00000E+00
71       83      0.00000E+00
71       84      0.00000E+00
71       85      0.00000E+00
71       86      0.00000E+00
71       87      0.00000E+00
71       88      0.00000E+00
71       89      0.00000E+00
71       90      0.00000E+00
71       91      0.00000E+00
71       92      0.00000E+00
71       93      0.00000E+00
71       94      0.00000E+00
71       95      0.00000E+00
71       96      0.00000E+00
71       97      0.00000E+00
71       98      0.00000E+00
71       99      0.00000E+00
71       100     5.55900E-03
71       101     3.23900E-01
71       102     7.58500E-01
71       103     1.29700E+00
71       104     1.77400E+00
72       1       1.17700E+02
72       2       1.15600E+02
72       3       1.15300E+02
72       4       1.20200E+02
72       5       1.19400E+02
72       6       1.58100E+02
72       7       2.19000E+02
72       8       1.97400E+02
72       9       1.71500E+02
72       10      2.72700E+02
72       11      4.09500E+02
72       12      5.04800E+02
72       13      5.22100E+02
72       14      4.37600E+02
72       15      3.87700E+02
72       16      5.33700E+02
72       17      8.22100E+02
72       18      9.72200E+02
72       19      8.52700E+02
72       20      7.19800E+02
72       21      7.89300E+02
72       22      8.65000E+02
72       23      8.34600E+02
72       24      7.25100E+02
72       25      5.65400E+02
72       26      4.82000E+02
72       27      3.94600E+02
72       28      2.76800E+02
72       29      2.47900E+02
72       30      2.73500E+02
72       31      2.88200E+02
72       32      2.94200E+02
72       33      3.10300E+02
72       34      3.22400E+02
72       35      3.06900E+02
72       36      2.81900E+02
72       37      2.59800E+02
72       38      2.27500E+02
72       39      2.09200E+02
72       40      2.07700E+02
72       41      1.89200E+02
72       42      1.76000E+02
72       43      1.80000E+02
72       44      1.80900E+02
72       45      1.73000E+02
72       46      1.57700E+02
72       47      1.44400E+02
72       48      1.21200E+02
72       49      9.97600E+01
72       50      1.05200E+02
72       51      1.11300E+02
72       52      1.12800E+02
72       53      1.05500E+02
72       54      7.60300E+01
72       55      6.53400E+01
72       56      8.24700E+01
72       57      8.58200E+01
72       58      8.22000E+01
72       59      8.66900E+01
72       60      9.04000E+01
72       61      9.51600E+01
72       62      8.99000E+01
72       63      8.31300E+01
72       64      8.98000E+01
72       65      9.50100E+01
72       66      9.50300E+01
72       67      8.37400E+01
72       68      5.08800E+01
72       69      1.93700E+01
72       70      1.10700E+01
72       71      1.01000E+01
72       72      4.20400E+00
72       73      1.98300E-01
72       74      0.00000E+00
72       75      0.00000E+00
72       76      0.00000E+00
72       77      0.00000E+00
72       78      0.00000E+00
72       79      0.00000E+00
72       80      0.00000E+00
72       81      0.00000E+00
72       82      0.00000E+00
72       83      0.00000E+00
72       84      0.00000E+00
72       85      0.00000E+00
72       86      0.00000E+00
72       87      0.00000E+00
72       88      0.00000E+00
72       89      0.00000E+00
72       90      0.00000E+00
72       91      0.00000E+00
72       92      0.00000E+00
72       93      0.00000E+00
72       94      0.00000E+00
72       95      0.00000E+00
72       96      0.00000E+00
72       97      0.00000E+00
72       98      0.00000E+00
72       99      0.00000E+00
72       100     8.80200E-05
72       101     8.64900E-02
72       102     1.95800E-01
72       103     3.20100E-01
72       104     4.59100E-01
73       1       1.12300E+02
73       2       1.13600E+02
73       3       1.33200E+02
73       4       1.69300E+02
73       5       1.72000E+02
73       6       1.83500E+02
73       7       2.30900E+02
73       8       2.09700E+02
73       9       1.59200E+02
73       10      2.24100E+02
73       11      3.89900E+02
73       12      5.68500E+02
73       13      6.16200E+02
73       14      4.90200E+02
73       15      4.04300E+02
73       16      5.38700E+02
73       17      8.20000E+02
73       18      9.26200E+02
73       19      8.02000E+02
73       20      6.99000E+02
73       21      7.50000E+02
73       22      8.40100E+02
73       23      9.02600E+02
73       24      8.30100E+02
73       25      5.97000E+02
73       26      4.88600E+02
73       27      4.08000E+02
73       28      2.80000E+02
73       29      2.50700E+02
73       30      2.74800E+02
73       31      3.00500E+02
73       32      3.18100E+02
73       33      3.27400E+02
73       34      3.29100E+02
73       35      3.22500E+02
73       36      3.01600E+02
73       37      2.67400E+02
73       38      2.32600E+02
73       39      2.16300E+02
73       40      2.12200E+02
73       41      1.98400E+02
73       42      1.91700E+02
73       43      1.93900E+02
73       44      1.88300E+02
73       45      1.77700E+02
73       46      1.67500E+02
73       47      1.56800E+02
73       48      1.28300E+02
73       49      1.00400E+02
73       50      1.00600E+02
73       51      1.08200E+02
73       52      1.10700E+02
73       53      9.91000E+01
73       54      7.28100E+01
73       55      7.13800E+01
73       56      9.16100E+01
73       57      9.03000E+01
73       58      8.71500E+01
73       59      9.79600E+01
73       60      9.88300E+01
73       61      9.63900E+01
73       62      9.19600E+01
73       63      8.70400E+01
73       64      9.36200E+01
73       65      1.00400E+02
73       66      1.00300E+02
73       67      8.78000E+01
73       68      5.33700E+01
73       69      1.94800E+01
73       70      7.50700E+00
73       71      5.13900E+00
73       72      2.66800E+00
73       73      5.61100E-01
73       74      0.00000E+00
73       75      2.93400E-05
73       76      0.00000E+00
73       77      0.00000E+00
73       78      0.00000E+00
73       79      0.00000E+00
73       80      0.00000E+00
73       81      0.00000E+00
73       82      0.00000E+00
73       83      0.00000E+00
73       84      0.00000E+00
73       85      0.00000E+00
73       86      0.00000E+00
73       87      0.00000E+00
73       88      0.00000E+00
73       89      0.00000E+00
73       90      0.00000E+00
73       91      0.00000E+00
73       92      0.00000E+00
73       93      0.00000E+00
73       94      0.00000E+00
73       95      0.00000E+00
73       96      0.00000E+00
73       97      0.00000E+00
73       98      0.00000E+00
73       99      0.00000E+00
73       100     0.00000E+00
73       101     1.94000E-11
73       102     3.88100E-11
73       103     0.00000E+00
73       104     4.01000E-04
74       1       1.09400E+02
74       2       1.18100E+02
74       3       1.51500E+02
74       4       1.93600E+02
74       5       2.05700E+02
74       6       2.08000E+02
74       7       2.35600E+02
74       8       2.29500E+02
74       9       1.78900E+02
74       10      1.85300E+02
74       11      2.99000E+02
74       12      5.03300E+02
74       13      5.85600E+02
74       14      5.48400E+02
74       15      6.16700E+02
74       16      7.02800E+02
74       17      8.82800E+02
74       18      9.58500E+02
74       19      7.87800E+02
74       20      7.08000E+02
74       21      7.17400E+02
74       22      7.62000E+02
74       23      8.60400E+02
74       24      8.54700E+02
74       25      7.03100E+02
74       26      5.63300E+02
74       27      4.11100E+02
74       28      2.73000E+02
74       29      2.56900E+02
74       30      2.92300E+02
74       31      3.18500E+02
74       32      3.35300E+02
74       33      3.40800E+02
74       34      3.47300E+02
74       35      3.50000E+02
74       36      3.10300E+02
74       37      2.57800E+02
74       38      2.29700E+02
74       39      2.21800E+02
74       40      2.18700E+02
74       41      2.10500E+02
74       42      2.08400E+02
74       43      2.08500E+02
74       44      2.00300E+02
74       45      1.86600E+02
74       46      1.81300E+02
74       47      1.73400E+02
74       48      1.36900E+02
74       49      1.00400E+02
74       50      9.53000E+01
74       51      1.05400E+02
74       52      1.05400E+02
74       53      8.75300E+01
74       54      7.01600E+01
74       55      7.76900E+01
74       56      9.70900E+01
74       57      1.01700E+02
74       58      1.03000E+02
74       59      1.09900E+02
74       60      1.09300E+02
74       61      1.03600E+02
74       62      9.81600E+01
74       63      9.38900E+01
74       64      9.73100E+01
74       65      1.04700E+02
74       66      1.07600E+02
74       67      9.33100E+01
74       68      5.33300E+01
74       69      2.01200E+01
74       70      1.94400E+01
74       71      2.06300E+01
74       72      6.21000E+00
74       73      0.00000E+00
74       74      0.00000E+00
74       75      5.69700E-03
74       76      0.00000E+00
74       77      0.00000E+00
74       78      0.00000E+00
74       79      0.00000E+00
74       80      0.00000E+00
74       81      0.00000E+00
74       82      0.00000E+00
74       83      0.00000E+00
74       84      0.00000E+00
74       85      0.00000E+00
74       86      0.00000E+00
74       87      0.00000E+00
74       88      0.00000E+00
74       89      0.00000E+00
74       90      0.00000E+00
74       91      0.00000E+00
74       92      0.00000E+00
74       93      0.00000E+00
74       94      0.00000E+00
74       95      0.00000E+00
74       96      0.00000E+00
74       97      0.00000E+00
74       98      0.00000E+00
74       99      0.00000E+00
74       100     0.00000E+00
74       101     0.00000E+00
74       102     0.00000E+00
74       103     0.00000E+00
74       104     0.00000E+00
75       1       1.09100E+02
75       2       1.28000E+02
75       3       1.59400E+02
75       4       1.79300E+02
75       5       1.81700E+02
75       6       1.95900E+02
75       7       2.43400E+02
75       8       2.58100E+02
75       9       2.04800E+02
75       10      1.73000E+02
75       11      2.42100E+02
75       12      4.05400E+02
75       13      5.01600E+02
75       14      6.11700E+02
75       15      8.23200E+02
75       16      8.10400E+02
75       17      8.76500E+02
75       18      1.03100E+03
75       19      8.31200E+02
75       20      6.91200E+02
75       21      7.22300E+02
75       22      7.21000E+02
75       23      7.80300E+02
75       24      8.56400E+02
75       25      7.77400E+02
75       26      5.75900E+02
75       27      3.90300E+02
75       28      2.73600E+02
75       29      2.71000E+02
75       30      3.29000E+02
75       31      3.52500E+02
75       32      3.53300E+02
75       33      3.65700E+02
75       34      3.73600E+02
75       35      3.51100E+02
75       36      2.90100E+02
75       37      2.42600E+02
75       38      2.30700E+02
75       39      2.30300E+02
75       40      2.26300E+02
75       41      2.19600E+02
75       42      2.17600E+02
75       43      2.20000E+02
75       44      2.15900E+02
75       45      2.02000E+02
75       46      2.01900E+02
75       47      1.90200E+02
75       48      1.40400E+02
75       49      9.95000E+01
75       50      9.39900E+01
