NO_02x01
           i           j   heigt(m a.s.l.)
           2         134         0.0000
           2         135         0.0000
           2         136         0.0000
           2         137         0.0000
           2         138         0.0000
           2         139         0.0000
           2         140         0.0000
           2         141         0.0000
           2         142         0.0000
           2         143         0.0000
           2         144         0.0000
           2         145         0.0000
           2         146         0.0000
           2         147         0.0000
           2         148         0.0000
           3           1         0.0000
           3           2         0.0000
           3           3         0.0000
           3           4         0.0000
           3           5         0.0000
           3           6         0.0000
           3           7         0.0000
           3           8         0.0000
           3           9         0.0000
           3          10         0.0003
           3          11         0.0000
           3          12         0.0001
           3          13         0.0000
           3          14         0.0018
           3          15         0.0084
           3          16         0.0209
           3          17         0.0236
           3          18         0.0202
           3          19         0.0068
           3          20         0.0000
           3          21         0.0000
           3          22         0.0000
           3          23         0.0000
           3          24         0.0000
           3          25         0.0000
           3          26         0.0000
           3          27         0.0000
           3          28         0.0000
           3          29         0.0000
           3          30         0.0000
           3          31         0.0000
           3          32         0.0000
           3          33         0.0000
           3          34         0.0000
           3          35         0.0000
           3          36         0.0000
           3          37         0.0000
           3          38         0.0000
           3          39         0.0000
           3          40         0.0000
           3          41         0.0000
           3          42         0.0000
           3          43         0.0000
           3          44         0.0000
           3          45         0.0000
           3          46         0.0000
           3          47         0.0000
           3          48         0.0000
           3          49         0.0000
           3          50         0.0000
           3          51         0.0000
           3          52         0.0000
           3          53         0.0000
           3          54         0.0130
           3          55         0.0390
           3          56         0.0452
           3          57         0.0390
           3          58         0.0130
           3          59         0.0000
           3          60         0.0000
           3          61         0.0000
           3          62         0.0000
           3          63         0.0000
           3          64         0.0000
           3          65         0.0000
           3          66         0.0000
           3          67         0.0000
           3          68         0.0000
           3          69         0.0000
           3          70         0.0000
           3          71         0.0000
           3          72         0.0000
           3          73         0.0000
           3          74         0.0000
           3          75         0.0000
           3          76         0.0000
           3          77         0.0000
           3          78         0.0000
           3          79         0.0000
           3          80         0.0000
           3          81         0.0000
           3          82         0.0000
           3          83         0.0000
           3          84         0.0000
           3          85         0.0000
           3          86         0.0000
           3          87         0.0000
           3          88         0.0000
           3          89         0.0000
           3          90         0.0000
           3          91         0.0000
           3          92         0.0000
           3          93         0.0000
           3          94         0.0000
           3          95         0.0000
           3          96         0.0000
           3          97         0.0000
           3          98         0.0000
           3          99         0.0000
           3         100         0.0000
           3         101         0.0000
           3         102         0.0000
           3         103         0.0000
           3         104         0.0000
           3         105         0.0000
           3         106         0.0000
           3         107         0.0000
           3         108         0.0000
           3         109         0.0000
           3         110         0.0000
           3         111         0.0000
           3         112         0.0000
           3         113         0.0000
           3         114         0.0000
           3         115         0.0000
           3         116         0.0000
           3         117         0.0000
           3         118         0.0000
           3         119         0.0000
           3         120         0.0000
           3         121         0.0000
           3         122         0.0000
           3         123         0.0000
           3         124         0.0000
           3         125         0.0000
           3         126         0.0000
           3         127         0.0000
           3         128         0.0000
           3         129         0.0000
           3         130         0.0000
           3         131         0.0000
           3         132         0.0000
           3         133         0.0000
           3         134         0.0000
           3         135         0.0000
           3         136         0.0000
           3         137         0.0000
           3         138         0.0000
           3         139         0.0000
           3         140         0.0000
           3         141         0.0000
           3         142         0.0000
           3         143         0.0000
           3         144         0.0000
           3         145         0.0000
           3         146         0.0000
           3         147         0.0000
           3         148         0.0000
           4           1         0.0000
           4           2         0.0000
           4           3         0.0000
           4           4         0.0000
           4           5         0.0000
           4           6         0.0000
           4           7         0.0000
           4           8         0.0000
           4           9         0.0000
           4          10         0.0003
           4          11         0.0000
           4          12         0.0001
           4          13         0.0000
           4          14         0.0032
           4          15         0.0129
           4          16         0.0315
           4          17         0.0354
           4          18         0.0302
           4          19         0.0101
           4          20         0.0000
           4          21         0.0000
           4          22         0.0000
           4          23         0.0000
           4          24         0.0000
           4          25         0.0000
           4          26         0.0000
           4          27         0.0354
           4          28         0.1063
           4          29         0.1230
           4          30         0.1063
           4          31         0.0417
           4          32         0.0000
           4          33         0.0000
           4          34         0.0000
           4          35         0.0000
           4          36         0.0766
           4          37         0.1955
           4          38         0.3035
           4          39         0.3959
           4          40         0.4636
           4          41         0.4636
           4          42         0.3569
           4          43         0.1295
           4          44         0.0000
           4          45         0.0000
           4          46         0.0000
           4          47         0.0000
           4          48         0.0756
           4          49         0.1995
           4          50         0.2293
           4          51         0.1962
           4          52         0.0563
           4          53         0.0000
           4          54         0.0000
           4          55         0.0520
           4          56         0.0678
           4          57         0.0633
           4          58         0.0195
           4          59         0.0000
           4          60         0.0000
           4          61         0.0000
           4          62         0.0000
           4          63         0.0000
           4          64         0.0000
           4          65         0.0000
           4          66         0.0000
           4          67         0.0000
           4          68         0.0000
           4          69         0.0000
           4          70         0.0000
           4          71         0.0000
           4          72         0.0000
           4          73         0.0000
           4          74         0.0000
           4          75         0.0000
           4          76         0.0000
           4          77         0.0000
           4          78         0.0000
           4          79         0.0000
           4          80         0.0000
           4          81         0.0000
           4          82         0.0000
           4          83         0.0000
           4          84         0.0000
           4          85         0.0000
           4          86         0.0000
           4          87         0.0000
           4          88         0.0000
           4          89         0.0000
           4          90         0.0000
           4          91         0.0000
           4          92         0.0000
           4          93         0.0000
           4          94         0.0000
           4          95         0.0000
           4          96         0.0000
           4          97         0.0000
           4          98         0.0000
           4          99         0.0000
           4         100         0.0000
           4         101         0.0000
           4         102         0.0000
           4         103         0.0000
           4         104         0.0000
           4         105         0.0000
           4         106         0.0000
           4         107         0.0000
           4         108         0.0000
           4         109         0.0000
           4         110         0.0000
           4         111         0.0000
           4         112         0.0000
           4         113         0.0000
           4         114         0.0000
           4         115         0.0000
           4         116         0.0000
           4         117         0.0000
           4         118         0.0000
           4         119         0.0000
           4         120         0.0000
           4         121         0.0000
           4         122         0.0000
           4         123         0.0000
           4         124         0.0000
           4         125         0.0000
           4         126         0.0000
           4         127         0.0000
           4         128         0.0000
           4         129         0.0000
           4         130         0.0000
           4         131         0.0000
           4         132         0.0000
           4         133         0.0000
           4         134         0.0000
           4         135         0.0000
           4         136         0.0000
           4         137         0.0000
           4         138         0.0000
           4         139         0.0000
           4         140         0.0000
           4         141         0.0000
           4         142         0.0000
           4         143         0.0000
           4         144         0.0000
           4         145         0.0000
           4         146         0.0000
           4         147         0.0000
           4         148         0.0000
           5           1         0.0000
           5           2         0.0000
           5           3         0.0000
           5           4         0.0000
           5           5         0.0000
           5           6         0.0000
           5           7         0.0000
           5           8         0.0000
           5           9         0.0000
           5          10         0.0000
           5          11         0.0000
           5          12         0.0000
           5          13         0.0000
           5          14         0.0000
           5          15         0.0000
           5          16         0.0000
           5          17         0.0000
           5          18         0.0000
           5          19         0.0000
           5          20         0.0000
           5          21         0.0000
           5          22         0.0000
           5          23         0.0000
           5          24         0.0000
           5          25         0.0000
           5          26         0.0000
           5          27         0.0000
           5          28         0.0000
           5          29         0.0000
           5          30         0.0000
           5          31         0.0000
           5          32         0.0000
           5          33         0.0000
           5          34         0.0000
           5          35         0.0000
           5          36         0.0000
           5          37         0.0000
           5          38         0.0000
           5          39         0.0000
           5          40         0.0000
           5          41         0.0000
           5          42         0.0000
           5          43         0.0000
           5          44         0.0000
           5          45         0.0000
           5          46         0.0000
           5          47         0.0000
           5          48         0.0000
           5          49         0.0000
           5          50         0.0000
           5          51         0.0000
           5          52         0.0000
           5          53         0.0000
           5          54         0.0000
           5          55         0.0000
           5          56         0.0000
           5          57         0.0000
           5          58         0.0000
           5          59         0.0000
           5          60         0.0000
           5          61         0.0000
           5          62         0.0000
           5          63         0.0000
           5          64         0.0000
           5          65         0.0000
           5          66         0.0000
           5          67         0.0000
           5          68         0.0000
           5          69         0.0000
           5          70         0.0000
           5          71         0.0000
           5          72         0.0000
           5          73         0.0000
           5          74         0.0000
           5          75         0.0000
           5          76         0.0000
           5          77         0.0000
           5          78         0.0000
           5          79         0.0000
           5          80         0.0000
           5          81         0.0000
           5          82         0.0000
           5          83         0.0000
           5          84         0.0000
           5          85         0.0000
           5          86         0.0000
           5          87         0.0000
           5          88         0.0000
           5          89         0.0000
           5          90         0.0000
           5          91         0.0000
           5          92         0.0000
           5          93         0.0000
           5          94         0.0000
           5          95         0.0000
           5          96         0.0000
           5          97         0.0000
           5          98         0.0000
           5          99         0.0000
           5         100         0.0000
           5         101         0.0000
           5         102         0.0000
           5         103         0.0000
           5         104         0.0000
           5         105         0.0000
           5         106         0.0000
           5         107         0.0000
           5         108         0.0000
           5         109         0.0000
           5         110         0.0000
           5         111         0.0000
           5         112         0.0000
           5         113         0.0000
           5         114         0.0000
           5         115         0.0000
           5         116         0.0000
           5         117         0.0000
           5         118         0.0000
           5         119         0.0000
           5         120         0.0000
           5         121         0.0000
           5         122         0.0000
           5         123         0.0000
           5         124         0.0000
           5         125         0.0000
           5         126         0.0000
           5         127         0.0000
           5         128         0.0000
           5         129         0.0000
           5         130         0.0000
           5         131         0.0000
           5         132         0.0000
           5         133         0.0000
           5         134         0.0000
           5         135         0.0000
           5         136         0.0000
           5         137         0.0000
           5         138         0.0000
           5         139         0.0000
           5         140         0.0000
           5         141         0.0000
           5         142         0.0000
           5         143         0.0000
           5         144         0.0000
           5         145         0.0000
           5         146         0.0000
           5         147         0.0000
           5         148         0.0000
           6           1         0.0000
           6           2         0.0000
           6           3         0.0000
           6           4         0.0000
           6           5         0.0000
           6           6         0.0000
           6           7         0.0000
           6           8         0.0000
           6           9         0.0000
           6          10         0.0000
           6          11         0.0000
           6          12         0.0000
           6          13         0.0000
           6          14         0.0000
           6          15         0.0000
           6          16         0.0000
           6          17         0.0000
           6          18         0.0000
           6          19         0.0000
           6          20         0.0000
           6          21         0.0000
           6          22         0.0000
           6          23         0.0000
           6          24         0.0000
           6          25         0.0000
           6          26         0.0000
           6          27         0.0000
           6          28         0.0000
           6          29         0.0000
           6          30         0.0000
           6          31         0.0000
           6          32         0.0000
           6          33         0.0000
           6          34         0.0106
           6          35         0.0000
           6          36         0.0000
           6          37         0.0689
           6          38         0.0000
           6          39         0.0000
           6          40         0.0000
           6          41         0.1096
           6          42         0.0000
           6          43         0.0000
           6          44         0.0000
           6          45         0.0000
           6          46         0.0000
           6          47         0.0000
           6          48         0.0000
           6          49         0.0000
           6          50         0.0000
           6          51         0.0000
           6          52         0.0000
           6          53         0.0000
           6          54         0.0000
           6          55         0.0000
           6          56         0.0000
           6          57         0.0000
           6          58         0.0000
           6          59         0.0000
           6          60         0.0000
           6          61         0.0000
           6          62         0.0000
           6          63         0.0000
           6          64         0.0000
           6          65         0.0000
           6          66         0.0000
           6          67         0.0000
           6          68         0.0000
           6          69         0.0000
           6          70         0.0000
           6          71         0.0000
           6          72         0.0000
           6          73         0.0000
           6          74         0.0000
           6          75         0.0000
           6          76         0.0000
           6          77         0.0000
           6          78         0.0000
           6          79         0.0000
           6          80         0.0000
           6          81         0.0000
           6          82         0.0000
           6          83         0.0000
           6          84         0.0000
           6          85         0.0000
           6          86         0.0000
           6          87         0.0000
           6          88         0.0000
           6          89         0.0000
           6          90         0.0000
           6          91         0.0000
           6          92         0.0000
           6          93         0.0000
           6          94         0.0000
           6          95         0.0000
           6          96         0.0000
           6          97         0.0000
           6          98         0.0000
           6          99         0.0000
           6         100         0.0000
           6         101         0.0000
           6         102         0.0000
           6         103         0.0000
           6         104         0.0000
           6         105         0.0000
           6         106         0.0000
           6         107         0.0000
           6         108         0.0000
           6         109         0.0000
           6         110         0.0000
           6         111         0.0000
           6         112         0.0000
           6         113         0.0000
           6         114         0.0000
           6         115         0.0000
           6         116         0.0000
           6         117         0.0000
           6         118         0.0000
           6         119         0.0000
           6         120         0.0000
           6         121         0.0000
           6         122         0.0000
           6         123         0.0000
           6         124         0.0000
           6         125         0.0000
           6         126         0.0000
           6         127         0.0000
           6         128         0.0000
           6         129         0.0000
           6         130         0.0000
           6         131         0.0000
           6         132         0.0000
           6         133         0.0000
           6         134         0.0000
           6         135         0.0000
           6         136         0.0000
           6         137         0.0000
           6         138         0.0000
           6         139         0.0000
           6         140         0.0000
           6         141         0.0000
           6         142         0.0000
           6         143         0.0000
           6         144         0.0000
           6         145         0.0000
           6         146         0.0000
           6         147         0.0000
           6         148         0.0000
           7           1         0.0000
           7           2         0.0000
           7           3         0.0000
           7           4         0.0000
           7           5         0.0000
           7           6         0.0000
           7           7         0.0000
           7           8         0.0000
           7           9         0.0000
           7          10         0.0000
           7          11         0.0000
           7          12         0.0000
           7          13         0.0000
           7          14         0.0000
           7          15         0.0000
           7          16         0.0000
           7          17         0.0000
           7          18         0.0000
           7          19         0.0000
           7          20         0.0000
           7          21         0.0000
           7          22         0.0000
           7          23         0.0000
           7          24         0.0000
           7          25         0.0000
           7          26         0.0000
           7          27         0.0000
           7          28         0.0000
           7          29         0.0000
           7          30         0.0000
           7          31         0.0021
           7          32         0.0088
           7          33         0.0000
           7          34         0.0000
           7          35         0.0247
           7          36         0.2313
           7          37         0.0000
           7          38         1.4647
           7          39         3.1666
           7          40         0.5384
           7          41         0.0000
           7          42         0.0000
           7          43         0.0000
           7          44         0.2580
           7          45         1.2443
           7          46         0.0000
           7          47         0.0000
           7          48         0.0000
           7          49         1.2445
           7          50         0.0000
           7          51         0.0000
           7          52         0.0000
           7          53         0.0000
           7          54         0.0000
           7          55         0.0000
           7          56         0.0000
           7          57         0.0000
           7          58         0.0000
           7          59         0.0000
           7          60         0.0000
           7          61         0.0000
           7          62         0.0000
           7          63         0.0000
           7          64         0.0000
           7          65         0.0000
           7          66         0.0000
           7          67         0.0000
           7          68         0.0000
           7          69         0.0000
           7          70         0.0000
           7          71         0.0000
           7          72         0.0000
           7          73         0.0000
           7          74         0.0000
           7          75         0.0000
           7          76         0.0000
           7          77         0.0000
           7          78         0.0000
           7          79         0.0000
           7          80         0.0000
           7          81         0.0000
           7          82         0.0000
           7          83         0.0000
           7          84         0.0000
           7          85         0.0000
           7          86         0.0000
           7          87         0.0000
           7          88         0.0000
           7          89         0.0000
           7          90         0.0000
           7          91         0.0000
           7          92         0.0000
           7          93         0.0000
           7          94         0.0000
           7          95         0.0000
           7          96         0.0000
           7          97         0.0000
           7          98         0.0000
           7          99         0.0000
           7         100         0.0000
           7         101         0.0000
           7         102         0.0000
           7         103         0.0000
           7         104         0.0000
           7         105         0.0000
           7         106         0.0000
           7         107         0.0000
           7         108         0.0000
           7         109         0.0000
           7         110         0.0000
           7         111         0.0000
           7         112         0.0000
           7         113         0.0000
           7         114         0.0000
           7         115         0.0000
           7         116         0.0000
           7         117         0.0000
           7         118         0.0000
           7         119         0.0000
           7         120         0.0000
           7         121         0.0000
           7         122         0.0000
           7         123         0.0000
           7         124         0.0000
           7         125         0.0000
           7         126         0.0000
           7         127         0.0000
           7         128         0.0000
           7         129         0.0000
           7         130         0.0000
           7         131         0.0000
           7         132         0.0000
           7         133         0.0000
           7         134         0.0000
           7         135         0.0000
           7         136         0.0000
           7         137         0.0000
           7         138         0.0000
           7         139         0.0000
           7         140         0.0000
           7         141         0.0000
           7         142         0.0000
           7         143         0.0000
           7         144         0.0000
           7         145         0.0000
           7         146         0.0000
           7         147         0.0000
           7         148         0.0000
           8           1         0.0000
           8           2         0.0000
           8           3         0.0000
           8           4         0.0000
           8           5         0.0000
           8           6         0.0000
           8           7         0.0000
           8           8         0.0000
           8           9         0.0000
           8          10         0.0000
           8          11         0.0000
           8          12         0.0000
           8          13         0.0000
           8          14         0.0000
           8          15         0.0000
           8          16         0.0000
           8          17         0.0000
           8          18         0.0000
           8          19         0.0000
           8          20         0.0000
           8          21         0.0021
           8          22         0.0000
           8          23         0.0000
           8          24         0.0000
           8          25         0.0915
           8          26         0.0000
           8          27         0.0000
           8          28         0.0000
           8          29         0.3057
           8          30         0.0000
           8          31         0.0000
           8          32         0.0000
           8          33         0.0000
           8          34         0.0000
           8          35         0.0000
           8          36         2.5049
           8          37         0.0000
           8          38         0.0002
           8          39         7.4562
           8          40         3.7113
           8          41         0.0012
           8          42         2.2390
           8          43         0.0000
           8          44         0.0000
           8          45         0.0000
           8          46         5.9503
           8          47        29.0946
           8          48         3.4568
           8          49         0.0000
           8          50         0.0000
           8          51         0.0000
           8          52         0.1163
           8          53         0.0000
           8          54         0.0000
           8          55         0.0000
           8          56         0.0000
           8          57         0.0000
           8          58         0.0000
           8          59         0.0000
           8          60         0.0000
           8          61         0.0000
           8          62         0.0000
           8          63         0.0000
           8          64         0.0000
           8          65         0.0000
           8          66         0.0000
           8          67         0.0000
           8          68         0.0000
           8          69         0.0000
           8          70         0.0000
           8          71         0.0000
           8          72         0.0000
           8          73         0.0000
           8          74         0.0000
           8          75         0.0000
           8          76         0.0000
           8          77         0.0000
           8          78         0.0000
           8          79         0.0000
           8          80         0.0000
           8          81         0.0000
           8          82         0.0000
           8          83         0.0000
           8          84         0.0000
           8          85         0.0000
           8          86         0.0000
           8          87         0.0000
