PL_01x01
  15
             Austria,  AT,  682,EMEP
 15   83  0.100000E+03
 15   84  0.100000E+03
 15   85  0.100000E+03
 15   86  0.100000E+03
 15   87  0.100000E+03
 15   88  0.100000E+03
 15   89  0.100000E+03
 15   90  0.100000E+03
 15   91  0.100000E+03
 15   92  0.100000E+03
 15   93  0.100000E+03
 15   94  0.100000E+03
 15   95  0.100000E+03
 15   96  0.100000E+03
 15   97  0.100000E+03
 15   98  0.100000E+03
 15   99  0.100000E+03
 15  100  0.100000E+03
 15  101  0.100000E+03
 15  102  0.100000E+03
 15  103  0.100000E+03
 15  104  0.100000E+03
 16   82  0.593440E+01
 16   83  0.987907E+02
 16   84  0.100000E+03
 16   85  0.100000E+03
 16   86  0.100000E+03
 16   87  0.100000E+03
 16   88  0.100000E+03
 16   89  0.100000E+03
 16   90  0.100000E+03
 16   91  0.100000E+03
 16   92  0.100000E+03
 16   93  0.100000E+03
 16   94  0.100000E+03
 16   95  0.100000E+03
 16   96  0.100000E+03
 16   97  0.100000E+03
 16   98  0.100000E+03
 16   99  0.100000E+03
 16  100  0.100000E+03
 16  101  0.100000E+03
 16  102  0.100000E+03
 16  103  0.100000E+03
 16  104  0.100000E+03
 17   83  0.827631E+02
 17   84  0.100000E+03
 17   85  0.100000E+03
 17   86  0.100000E+03
 17   87  0.100000E+03
 17   88  0.100000E+03
 17   89  0.100000E+03
 17   90  0.100000E+03
 17   91  0.100000E+03
 17   92  0.100000E+03
 17   93  0.100000E+03
 17   94  0.100000E+03
 17   95  0.100000E+03
 17   96  0.100000E+03
 17   97  0.100000E+03
 17   98  0.100000E+03
 17   99  0.100000E+03
 17  100  0.100000E+03
 17  101  0.100000E+03
 17  102  0.100000E+03
 17  103  0.100000E+03
 17  104  0.100000E+03
 18   83  0.735745E+02
 18   84  0.100000E+03
 18   85  0.100000E+03
 18   86  0.100000E+03
 18   87  0.100000E+03
 18   88  0.100000E+03
 18   89  0.100000E+03
 18   90  0.100000E+03
 18   91  0.100000E+03
 18   92  0.100000E+03
 18   93  0.100000E+03
 18   94  0.100000E+03
 18   95  0.100000E+03
 18   96  0.100000E+03
 18   97  0.100000E+03
 18   98  0.100000E+03
 18   99  0.100000E+03
 18  100  0.100000E+03
 18  101  0.100000E+03
 18  102  0.100000E+03
 18  103  0.100000E+03
 18  104  0.100000E+03
 19   83  0.684779E+02
 19   84  0.100000E+03
 19   85  0.100000E+03
 19   86  0.100000E+03
 19   87  0.100000E+03
 19   88  0.100000E+03
 19   89  0.100000E+03
 19   90  0.100000E+03
 19   91  0.100000E+03
 19   92  0.100000E+03
 19   93  0.100000E+03
 19   94  0.100000E+03
 19   95  0.100000E+03
 19   96  0.100000E+03
 19   97  0.100000E+03
 19   98  0.100000E+03
 19   99  0.100000E+03
 19  100  0.100000E+03
 19  101  0.100000E+03
 19  102  0.100000E+03
 19  103  0.100000E+03
 19  104  0.100000E+03
 20   83  0.749168E+02
 20   84  0.100000E+03
 20   85  0.100000E+03
 20   86  0.100000E+03
 20   87  0.100000E+03
 20   88  0.100000E+03
 20   89  0.100000E+03
 20   90  0.100000E+03
 20   91  0.100000E+03
 20   92  0.100000E+03
 20   93  0.100000E+03
 20   94  0.100000E+03
 20   95  0.100000E+03
 20   96  0.100000E+03
 20   97  0.100000E+03
 20   98  0.100000E+03
 20   99  0.100000E+03
 20  100  0.100000E+03
 20  101  0.100000E+03
 20  102  0.100000E+03
 20  103  0.100000E+03
 20  104  0.100000E+03
 21   82  0.103265E+02
 21   83  0.993366E+02
 21   84  0.100000E+03
 21   85  0.100000E+03
 21   86  0.100000E+03
 21   87  0.100000E+03
 21   88  0.100000E+03
 21   89  0.100000E+03
 21   90  0.100000E+03
 21   91  0.100000E+03
 21   92  0.100000E+03
 21   93  0.100000E+03
 21   94  0.100000E+03
 21   95  0.100000E+03
 21   96  0.100000E+03
 21   97  0.100000E+03
 21   98  0.100000E+03
 21   99  0.100000E+03
 21  100  0.100000E+03
 21  101  0.100000E+03
 21  102  0.100000E+03
 21  103  0.100000E+03
 21  104  0.100000E+03
 22   82  0.183678E+02
 22   83  0.100000E+03
 22   84  0.100000E+03
 22   85  0.100000E+03
 22   86  0.951135E+02
 22   87  0.100000E+03
 22   88  0.100000E+03
 22   89  0.100000E+03
 22   90  0.100000E+03
 22   91  0.100000E+03
 22   92  0.100000E+03
 22   93  0.100000E+03
 22   94  0.100000E+03
 22   95  0.100000E+03
 22   96  0.100000E+03
 22   97  0.100000E+03
 22   98  0.100000E+03
 22   99  0.100000E+03
 22  100  0.100000E+03
 22  101  0.100000E+03
 22  102  0.100000E+03
 22  103  0.100000E+03
 22  104  0.100000E+03
 23   82  0.417493E+00
 23   83  0.657312E+02
 23   84  0.100000E+03
 23   85  0.676575E+02
 23   86  0.712984E+00
 23   87  0.346393E+02
 23   88  0.987410E+02
 23   89  0.100000E+03
 23   90  0.100000E+03
 23   91  0.100000E+03
 23   92  0.100000E+03
 23   93  0.100000E+03
 23   94  0.100000E+03
 23   95  0.100000E+03
 23   96  0.100000E+03
 23   97  0.100000E+03
 23   98  0.100000E+03
 23   99  0.100000E+03
 23  100  0.100000E+03
 23  101  0.100000E+03
 23  102  0.100000E+03
 23  103  0.100000E+03
 23  104  0.100000E+03
 24   83  0.381485E+01
 24   84  0.516102E+02
 24   85  0.241356E+01
 24   88  0.529694E+02
 24   89  0.100000E+03
 24   90  0.100000E+03
 24   91  0.100000E+03
 24   92  0.100000E+03
 24   93  0.100000E+03
 24   94  0.100000E+03
 24   95  0.100000E+03
 24   96  0.100000E+03
 24   97  0.100000E+03
 24   98  0.100000E+03
 24   99  0.100000E+03
 24  100  0.100000E+03
 24  101  0.100000E+03
 24  102  0.100000E+03
 24  103  0.100000E+03
 24  104  0.100000E+03
 25   88  0.530837E+01
 25   89  0.912788E+02
 25   90  0.100000E+03
 25   91  0.100000E+03
 25   92  0.100000E+03
 25   93  0.100000E+03
 25   94  0.100000E+03
 25   95  0.100000E+03
 25   96  0.100000E+03
 25   97  0.100000E+03
 25   98  0.100000E+03
 25   99  0.100000E+03
 25  100  0.100000E+03
 25  101  0.100000E+03
 25  102  0.100000E+03
 25  103  0.100000E+03
 25  104  0.100000E+03
 26   89  0.507688E+02
 26   90  0.100000E+03
 26   91  0.100000E+03
 26   92  0.100000E+03
 26   93  0.100000E+03
 26   94  0.100000E+03
 26   95  0.100000E+03
 26   96  0.100000E+03
 26   97  0.100000E+03
 26   98  0.100000E+03
 26   99  0.100000E+03
 26  100  0.100000E+03
 26  101  0.100000E+03
 26  102  0.100000E+03
 26  103  0.100000E+03
 26  104  0.100000E+03
 27   89  0.853733E+02
 27   90  0.913275E+02
 27   91  0.100000E+03
 27   92  0.100000E+03
 27   93  0.100000E+03
 27   94  0.100000E+03
 27   95  0.100000E+03
 27   96  0.100000E+03
 27   97  0.100000E+03
 27   98  0.100000E+03
 27   99  0.100000E+03
 27  100  0.100000E+03
 27  101  0.100000E+03
 27  102  0.100000E+03
 27  103  0.100000E+03
 27  104  0.100000E+03
 28   89  0.441081E+02
 28   90  0.389334E+02
 28   91  0.100000E+03
 28   92  0.100000E+03
 28   93  0.100000E+03
 28   94  0.100000E+03
 28   95  0.100000E+03
 28   96  0.100000E+03
 28   97  0.100000E+03
 28   98  0.100000E+03
 28   99  0.100000E+03
 28  100  0.100000E+03
 28  101  0.100000E+03
 28  102  0.100000E+03
 28  103  0.100000E+03
 28  104  0.100000E+03
 29   90  0.386690E+02
 29   91  0.100000E+03
 29   92  0.100000E+03
 29   93  0.100000E+03
 29   94  0.100000E+03
 29   95  0.100000E+03
 29   96  0.100000E+03
 29   97  0.100000E+03
 29   98  0.100000E+03
 29   99  0.100000E+03
 29  100  0.100000E+03
 29  101  0.100000E+03
 29  102  0.100000E+03
 29  103  0.100000E+03
 29  104  0.100000E+03
 30   90  0.392032E+02
 30   91  0.100000E+03
 30   92  0.100000E+03
 30   93  0.100000E+03
 30   94  0.100000E+03
 30   95  0.100000E+03
 30   96  0.100000E+03
 30   97  0.100000E+03
 30   98  0.100000E+03
 30   99  0.100000E+03
 30  100  0.100000E+03
 30  101  0.100000E+03
 30  102  0.100000E+03
 30  103  0.100000E+03
 30  104  0.100000E+03
 31   90  0.398163E+02
 31   91  0.100000E+03
 31   92  0.100000E+03
 31   93  0.100000E+03
 31   94  0.100000E+03
 31   95  0.100000E+03
 31   96  0.100000E+03
 31   97  0.100000E+03
 31   98  0.100000E+03
 31   99  0.100000E+03
 31  100  0.100000E+03
 31  101  0.100000E+03
 31  102  0.100000E+03
 31  103  0.100000E+03
 31  104  0.100000E+03
 32   90  0.439704E+02
 32   91  0.100000E+03
 32   92  0.100000E+03
 32   93  0.100000E+03
 32   94  0.100000E+03
 32   95  0.100000E+03
 32   96  0.100000E+03
 32   97  0.100000E+03
 32   98  0.100000E+03
 32   99  0.100000E+03
 32  100  0.100000E+03
 32  101  0.100000E+03
 32  102  0.100000E+03
 32  103  0.100000E+03
 32  104  0.100000E+03
 33   90  0.510782E+02
 33   91  0.100000E+03
 33   92  0.100000E+03
 33   93  0.100000E+03
 33   94  0.100000E+03
 33   95  0.100000E+03
 33   96  0.100000E+03
 33   97  0.100000E+03
 33   98  0.100000E+03
 33   99  0.100000E+03
 33  100  0.100000E+03
 33  101  0.100000E+03
 33  102  0.100000E+03
 33  103  0.100000E+03
 33  104  0.100000E+03
 34   90  0.586939E+02
 34   91  0.100000E+03
 34   92  0.100000E+03
 34   93  0.100000E+03
 34   94  0.100000E+03
 34   95  0.100000E+03
 34   96  0.100000E+03
 34   97  0.100000E+03
 34   98  0.100000E+03
 34   99  0.100000E+03
 34  100  0.100000E+03
 34  101  0.100000E+03
 34  102  0.100000E+03
 34  103  0.100000E+03
 34  104  0.100000E+03
 35   90  0.429403E+02
 35   91  0.100000E+03
 35   92  0.100000E+03
 35   93  0.100000E+03
 35   94  0.100000E+03
 35   95  0.100000E+03
 35   96  0.100000E+03
 35   97  0.100000E+03
 35   98  0.100000E+03
 35   99  0.100000E+03
 35  100  0.100000E+03
 35  101  0.100000E+03
 35  102  0.100000E+03
 35  103  0.100000E+03
 35  104  0.100000E+03
 36   90  0.175151E+02
 36   91  0.100000E+03
 36   92  0.100000E+03
 36   93  0.100000E+03
 36   94  0.100000E+03
 36   95  0.100000E+03
 36   96  0.100000E+03
 36   97  0.100000E+03
 36   98  0.100000E+03
 36   99  0.100000E+03
 36  100  0.100000E+03
 36  101  0.100000E+03
 36  102  0.100000E+03
 36  103  0.100000E+03
 36  104  0.100000E+03
 37   90  0.188497E+02
 37   91  0.100000E+03
 37   92  0.100000E+03
 37   93  0.100000E+03
 37   94  0.100000E+03
 37   95  0.100000E+03
 37   96  0.100000E+03
 37   97  0.100000E+03
 37   98  0.100000E+03
 37   99  0.100000E+03
 37  100  0.100000E+03
 37  101  0.100000E+03
 37  102  0.100000E+03
 37  103  0.100000E+03
 37  104  0.100000E+03
 38   90  0.511137E+02
 38   91  0.100000E+03
 38   92  0.100000E+03
 38   93  0.100000E+03
 38   94  0.100000E+03
 38   95  0.100000E+03
 38   96  0.100000E+03
 38   97  0.100000E+03
 38   98  0.100000E+03
 38   99  0.100000E+03
 38  100  0.100000E+03
 38  101  0.100000E+03
 38  102  0.100000E+03
 38  103  0.100000E+03
 38  104  0.100000E+03
 39   89  0.152892E+01
 39   90  0.955702E+02
 39   91  0.100000E+03
 39   92  0.100000E+03
 39   93  0.100000E+03
 39   94  0.100000E+03
 39   95  0.100000E+03
 39   96  0.100000E+03
 39   97  0.100000E+03
 39   98  0.100000E+03
 39   99  0.100000E+03
 39  100  0.100000E+03
 39  101  0.100000E+03
 39  102  0.100000E+03
 39  103  0.100000E+03
 39  104  0.100000E+03
 40   90  0.346131E+02
 40   91  0.994774E+02
 40   92  0.100000E+03
 40   93  0.100000E+03
 40   94  0.100000E+03
 40   95  0.100000E+03
 40   96  0.100000E+03
 40   97  0.100000E+03
 40   98  0.100000E+03
 40   99  0.100000E+03
 40  100  0.100000E+03
 40  101  0.100000E+03
 40  102  0.100000E+03
 40  103  0.100000E+03
 40  104  0.100000E+03
 41   91  0.282559E+02
 41   92  0.709163E+02
 41   93  0.994152E+02
 41   94  0.100000E+03
 41   95  0.100000E+03
 41   96  0.100000E+03
 41   97  0.100000E+03
 41   98  0.100000E+03
 41   99  0.100000E+03
 41  100  0.100000E+03
 41  101  0.100000E+03
 41  102  0.100000E+03
 41  103  0.100000E+03
 41  104  0.100000E+03
 42   93  0.190477E+02
 42   94  0.788071E+02
 42   95  0.100000E+03
 42   96  0.100000E+03
 42   97  0.100000E+03
 42   98  0.100000E+03
 42   99  0.100000E+03
 42  100  0.100000E+03
 42  101  0.100000E+03
 42  102  0.100000E+03
 42  103  0.100000E+03
 42  104  0.100000E+03
 43   94  0.105057E+01
 43   95  0.641219E+02
 43   96  0.100000E+03
 43   97  0.100000E+03
 43   98  0.100000E+03
 43   99  0.100000E+03
 43  100  0.100000E+03
 43  101  0.100000E+03
 43  102  0.100000E+03
 43  103  0.100000E+03
 43  104  0.100000E+03
 44   92  0.155524E+01
 44   93  0.688360E+01
 44   94  0.259626E+01
 44   95  0.137762E+02
 44   96  0.854587E+02
 44   97  0.100000E+03
 44   98  0.100000E+03
 44   99  0.100000E+03
 44  100  0.100000E+03
 44  101  0.100000E+03
 44  102  0.100000E+03
 44  103  0.100000E+03
 44  104  0.100000E+03
 45   91  0.745214E+02
 45   92  0.997488E+02
 45   93  0.100000E+03
 45   94  0.923919E+02
 45   95  0.388018E+02
 45   96  0.141599E+01
 45   97  0.273111E+02
 45   98  0.555550E+02
 45   99  0.937398E+02
 45  100  0.782055E+02
 45  101  0.634611E+02
 45  102  0.975252E+02
 45  103  0.100000E+03
 45  104  0.100000E+03
 46   91  0.946318E+01
 46   92  0.618816E+02
 46   93  0.930861E+02
 46   94  0.100000E+03
 46   95  0.100000E+03
 46   96  0.738176E+02
 46   97  0.104155E+02
 46   99  0.443185E+02
 46  100  0.102611E+02
 46  102  0.314551E+02
 46  103  0.100000E+03
 46  104  0.100000E+03
 47   93  0.623863E+01
 47   94  0.509674E+02
 47   95  0.941406E+02
 47   96  0.100000E+03
 47   97  0.855026E+02
 47   98  0.161096E+01
 47  102  0.808334E+01
 47  103  0.808786E+02
 47  104  0.428643E+02
 48   95  0.657497E+01
 48   96  0.489637E+02
 48   97  0.972214E+02
 48   98  0.492322E+02
 48   99  0.491374E-01
 49   97  0.410855E+02
 49   98  0.879521E+02
 49   99  0.635001E+02
 49  100  0.449081E+01
 50   98  0.125586E+01
 50   99  0.410697E+02
 50  100  0.838980E+02
 50  101  0.400527E+02
 50  102  0.503751E+01
 51  100  0.239623E+02
 51  101  0.838251E+02
 51  102  0.503130E+02
 52  101  0.147813E+01
 52  102  0.797843E+01
 62   98  0.240800E+02
 62  100  0.227512E+02
 62  101  0.474742E+02
 62  102  0.479838E+02
 62  103  0.729416E+02
 62  104  0.581705E+02
 63   98  0.753088E+02
 63   99  0.528511E+02
 63  100  0.970694E+02
 63  101  0.100000E+03
 63  102  0.100000E+03
 63  103  0.100000E+03
 63  104  0.100000E+03
 64   98  0.156829E+02
 64   99  0.424515E+02
 64  100  0.930256E+02
 64  101  0.100000E+03
 64  102  0.100000E+03
 64  103  0.100000E+03
 64  104  0.100000E+03
 65  100  0.462933E+02
 65  101  0.100000E+03
 65  102  0.100000E+03
 65  103  0.100000E+03
 65  104  0.100000E+03
 66  100  0.178015E+02
 66  101  0.100000E+03
 66  102  0.100000E+03
 66  103  0.100000E+03
 66  104  0.100000E+03
 67  101  0.818103E+02
 67  102  0.100000E+03
 67  103  0.100000E+03
 67  104  0.100000E+03
 68  101  0.138001E+02
 68  102  0.522549E+02
 68  103  0.747522E+02
 68  104  0.691981E+02
              Poland,  PL, 4312,EMEP
 22   57  0.307060E+02
 22   58  0.395408E+02
 23   56  0.630923E+01
 23   57  0.944963E+02
 23   58  0.950970E+02
 23   59  0.525881E+01
 23   64  0.148036E-01
 23   65  0.125003E+02
 23   67  0.474443E+02
 23   68  0.169868E+02
 24   56  0.506822E+02
 24   57  0.100000E+03
 24   58  0.100000E+03
 24   59  0.610076E+02
 24   60  0.953030E+01
 24   61  0.353565E-01
 24   62  0.265056E+01
 24   63  0.398214E+02
 24   64  0.852354E+02
 24   65  0.968637E+02
 24   67  0.828005E+02
 24   68  0.127727E+02
 25   55  0.257376E+02
 25   56  0.983911E+02
 25   57  0.100000E+03
 25   58  0.100000E+03
 25   59  0.100000E+03
 25   60  0.100000E+03
 25   61  0.943508E+02
 25   62  0.931122E+02
 25   63  0.100000E+03
 25   64  0.100000E+03
 25   65  0.727462E+02
 25   67  0.381668E+02
 25   68  0.335577E+02
 26   47  0.472889E-01
 26   51  0.449753E+01
 26   52  0.467684E+02
 26   53  0.217519E+02
 26   55  0.730208E+02
 26   56  0.100000E+03
 26   57  0.100000E+03
 26   58  0.100000E+03
 26   59  0.100000E+03
 26   60  0.100000E+03
 26   61  0.100000E+03
 26   62  0.100000E+03
 26   63  0.100000E+03
 26   64  0.100000E+03
 26   65  0.798619E+02
 26   66  0.563310E+01
 26   67  0.455665E+02
 26   68  0.736112E+02
 27   46  0.504895E+02
 27   47  0.697661E+02
 27   48  0.413985E+00
 27   51  0.382249E+02
 27   52  0.100000E+03
 27   53  0.898058E+02
 27   54  0.648718E+02
 27   55  0.998506E+02
 27   56  0.100000E+03
 27   57  0.100000E+03
 27   58  0.100000E+03
 27   59  0.100000E+03
 27   60  0.100000E+03
 27   61  0.100000E+03
 27   62  0.100000E+03
 27   63  0.100000E+03
 27   64  0.100000E+03
 27   65  0.100000E+03
 27   66  0.906761E+02
 27   67  0.964972E+02
 27   68  0.974238E+02
 27   69  0.455213E+01
 28   44  0.551863E+02
 28   45  0.492070E+02
 28   46  0.999803E+02
 28   47  0.100000E+03
 28   48  0.816150E+02
 28   49  0.487655E+02
 28   50  0.616862E+02
 28   51  0.916128E+02
 28   52  0.100000E+03
 28   53  0.100000E+03
 28   54  0.100000E+03
 28   55  0.100000E+03
 28   56  0.100000E+03
 28   57  0.100000E+03
 28   58  0.100000E+03
 28   59  0.100000E+03
 28   60  0.100000E+03
 28   61  0.100000E+03
 28   62  0.100000E+03
 28   63  0.100000E+03
 28   64  0.100000E+03
 28   65  0.100000E+03
 28   66  0.100000E+03
 28   67  0.100000E+03
 28   68  0.100000E+03
 28   69  0.280290E+02
 29   37  0.254885E+02
 29   38  0.187298E+02
 29   43  0.480000E+01
 29   44  0.985297E+02
 29   45  0.100000E+03
 29   46  0.100000E+03
 29   47  0.100000E+03
 29   48  0.100000E+03
 29   49  0.100000E+03
 29   50  0.100000E+03
 29   51  0.100000E+03
 29   52  0.100000E+03
 29   53  0.100000E+03
 29   54  0.100000E+03
 29   55  0.100000E+03
 29   56  0.100000E+03
 29   57  0.100000E+03
 29   58  0.100000E+03
 29   59  0.100000E+03
 29   60  0.100000E+03
 29   61  0.100000E+03
 29   62  0.100000E+03
 29   63  0.100000E+03
 29   64  0.100000E+03
 29   65  0.100000E+03
 29   66  0.100000E+03
 29   67  0.100000E+03
 29   68  0.100000E+03
 29   69  0.461389E+02
 30   37  0.386205E+02
 30   38  0.946535E+02
 30   39  0.383071E+02
 30   40  0.219499E+01
 30   42  0.157811E+02
 30   43  0.445590E+02
 30   44  0.100000E+03
 30   45  0.100000E+03
 30   46  0.100000E+03
 30   47  0.100000E+03
 30   48  0.100000E+03
 30   49  0.100000E+03
 30   50  0.100000E+03
 30   51  0.100000E+03
 30   52  0.100000E+03
 30   53  0.100000E+03
 30   54  0.100000E+03
 30   55  0.100000E+03
 30   56  0.100000E+03
 30   57  0.100000E+03
 30   58  0.100000E+03
 30   59  0.100000E+03
 30   60  0.100000E+03
 30   61  0.100000E+03
 30   62  0.100000E+03
 30   63  0.100000E+03
 30   64  0.100000E+03
 30   65  0.100000E+03
 30   66  0.100000E+03
 30   67  0.100000E+03
 30   68  0.100000E+03
 30   69  0.656728E+02
 31   37  0.296754E+01
 31   38  0.222931E+02
 31   39  0.999906E+02
 31   40  0.936503E+02
 31   41  0.685344E+02
 31   42  0.976082E+02
 31   43  0.100000E+03
 31   44  0.100000E+03
 31   45  0.100000E+03
 31   46  0.100000E+03
 31   47  0.100000E+03
 31   48  0.100000E+03
 31   49  0.100000E+03
 31   50  0.100000E+03
 31   51  0.100000E+03
 31   52  0.100000E+03
 31   53  0.100000E+03
 31   54  0.100000E+03
 31   55  0.100000E+03
 31   56  0.100000E+03
 31   57  0.100000E+03
 31   58  0.100000E+03
 31   59  0.100000E+03
 31   60  0.100000E+03
 31   61  0.100000E+03
 31   62  0.100000E+03
 31   63  0.100000E+03
 31   64  0.100000E+03
 31   65  0.100000E+03
 31   66  0.100000E+03
 31   67  0.100000E+03
 31   68  0.100000E+03
 31   69  0.878171E+02
 32   39  0.916875E+02
 32   40  0.100000E+03
 32   41  0.100000E+03
 32   42  0.100000E+03
 32   43  0.100000E+03
 32   44  0.100000E+03
 32   45  0.100000E+03
 32   46  0.100000E+03
 32   47  0.100000E+03
 32   48  0.100000E+03
 32   49  0.100000E+03
 32   50  0.100000E+03
 32   51  0.100000E+03
 32   52  0.100000E+03
 32   53  0.100000E+03
 32   54  0.100000E+03
 32   55  0.100000E+03
 32   56  0.100000E+03
 32   57  0.100000E+03
 32   58  0.100000E+03
 32   59  0.100000E+03
 32   60  0.100000E+03
 32   61  0.100000E+03
 32   62  0.100000E+03
 32   63  0.100000E+03
 32   64  0.100000E+03
 32   65  0.100000E+03
 32   66  0.100000E+03
 32   67  0.100000E+03
 32   68  0.100000E+03
 32   69  0.999948E+02
 32   70  0.111991E+02
 33   37  0.354024E+01
 33   38  0.279622E+02
 33   39  0.994527E+02
 33   40  0.100000E+03
 33   41  0.100000E+03
 33   42  0.100000E+03
 33   43  0.100000E+03
 33   44  0.100000E+03
 33   45  0.100000E+03
 33   46  0.100000E+03
 33   47  0.100000E+03
 33   48  0.100000E+03
 33   49  0.100000E+03
 33   50  0.100000E+03
 33   51  0.100000E+03
 33   52  0.100000E+03
 33   53  0.100000E+03
 33   54  0.100000E+03
 33   55  0.100000E+03
 33   56  0.100000E+03
 33   57  0.100000E+03
 33   58  0.100000E+03
 33   59  0.100000E+03
 33   60  0.100000E+03
 33   61  0.100000E+03
 33   62  0.100000E+03
 33   63  0.100000E+03
 33   64  0.100000E+03
 33   65  0.100000E+03
 33   66  0.100000E+03
 33   67  0.100000E+03
 33   68  0.100000E+03
 33   69  0.100000E+03
 33   70  0.349859E+02
 34   36  0.443722E+01
 34   37  0.627505E+02
 34   38  0.100000E+03
 34   39  0.100000E+03
 34   40  0.100000E+03
 34   41  0.100000E+03
 34   42  0.100000E+03
 34   43  0.100000E+03
 34   44  0.100000E+03
 34   45  0.100000E+03
 34   46  0.100000E+03
 34   47  0.100000E+03
 34   48  0.100000E+03
 34   49  0.100000E+03
 34   50  0.100000E+03
 34   51  0.100000E+03
 34   52  0.100000E+03
 34   53  0.100000E+03
 34   54  0.100000E+03
 34   55  0.100000E+03
 34   56  0.100000E+03
 34   57  0.100000E+03
 34   58  0.100000E+03
 34   59  0.100000E+03
 34   60  0.100000E+03
 34   61  0.100000E+03
 34   62  0.100000E+03
 34   63  0.100000E+03
 34   64  0.100000E+03
 34   65  0.100000E+03
 34   66  0.100000E+03
 34   67  0.100000E+03
 34   68  0.100000E+03
 34   69  0.100000E+03
 34   70  0.550869E+02
 35   36  0.160131E+02
 35   37  0.100000E+03
 35   38  0.100000E+03
 35   39  0.100000E+03
 35   40  0.100000E+03
 35   41  0.100000E+03
 35   42  0.100000E+03
 35   43  0.100000E+03
 35   44  0.100000E+03
 35   45  0.100000E+03
 35   46  0.100000E+03
 35   47  0.100000E+03
 35   48  0.100000E+03
 35   49  0.100000E+03
 35   50  0.100000E+03
 35   51  0.100000E+03
 35   52  0.100000E+03
 35   53  0.100000E+03
 35   54  0.100000E+03
 35   55  0.100000E+03
 35   56  0.100000E+03
 35   57  0.100000E+03
 35   58  0.100000E+03
 35   59  0.100000E+03
 35   60  0.100000E+03
 35   61  0.100000E+03
 35   62  0.100000E+03
 35   63  0.100000E+03
 35   64  0.100000E+03
 35   65  0.100000E+03
 35   66  0.100000E+03
 35   67  0.100000E+03
 35   68  0.100000E+03
 35   69  0.100000E+03
 35   70  0.635322E+02
 36   36  0.205769E+02
 36   37  0.100000E+03
 36   38  0.100000E+03
 36   39  0.100000E+03
 36   40  0.100000E+03
 36   41  0.100000E+03
 36   42  0.100000E+03
 36   43  0.100000E+03
 36   44  0.100000E+03
 36   45  0.100000E+03
 36   46  0.100000E+03
 36   47  0.100000E+03
 36   48  0.100000E+03
 36   49  0.100000E+03
 36   50  0.100000E+03
 36   51  0.100000E+03
 36   52  0.100000E+03
 36   53  0.100000E+03
 36   54  0.100000E+03
 36   55  0.100000E+03
 36   56  0.100000E+03
 36   57  0.100000E+03
 36   58  0.100000E+03
 36   59  0.100000E+03
 36   60  0.100000E+03
 36   61  0.100000E+03
 36   62  0.100000E+03
 36   63  0.100000E+03
 36   64  0.100000E+03
 36   65  0.100000E+03
 36   66  0.100000E+03
 36   67  0.100000E+03
 36   68  0.100000E+03
 36   69  0.100000E+03
 36   70  0.760152E+02
 37   36  0.340913E+02
 37   37  0.100000E+03
 37   38  0.100000E+03
 37   39  0.100000E+03
 37   40  0.100000E+03
 37   41  0.100000E+03
 37   42  0.100000E+03
 37   43  0.100000E+03
 37   44  0.100000E+03
 37   45  0.100000E+03
 37   46  0.100000E+03
 37   47  0.100000E+03
 37   48  0.100000E+03
 37   49  0.100000E+03
 37   50  0.100000E+03
 37   51  0.100000E+03
 37   52  0.100000E+03
 37   53  0.100000E+03
 37   54  0.100000E+03
 37   55  0.100000E+03
 37   56  0.100000E+03
 37   57  0.100000E+03
 37   58  0.100000E+03
 37   59  0.100000E+03
 37   60  0.100000E+03
 37   61  0.100000E+03
 37   62  0.100000E+03
 37   63  0.100000E+03
 37   64  0.100000E+03
 37   65  0.100000E+03
 37   66  0.100000E+03
 37   67  0.100000E+03
 37   68  0.100000E+03
 37   69  0.100000E+03
 37   70  0.932013E+02
 37   71  0.249733E+00
 38   36  0.500483E+02
 38   37  0.100000E+03
 38   38  0.100000E+03
 38   39  0.100000E+03
 38   40  0.100000E+03
 38   41  0.100000E+03
 38   42  0.100000E+03
 38   43  0.100000E+03
 38   44  0.100000E+03
 38   45  0.100000E+03
 38   46  0.100000E+03
 38   47  0.100000E+03
 38   48  0.100000E+03
 38   49  0.100000E+03
 38   50  0.100000E+03
 38   51  0.100000E+03
 38   52  0.100000E+03
 38   53  0.100000E+03
 38   54  0.100000E+03
 38   55  0.100000E+03
 38   56  0.100000E+03
 38   57  0.100000E+03
 38   58  0.100000E+03
 38   59  0.100000E+03
 38   60  0.100000E+03
 38   61  0.100000E+03
 38   62  0.100000E+03
 38   63  0.100000E+03
 38   64  0.100000E+03
 38   65  0.100000E+03
 38   66  0.100000E+03
 38   67  0.100000E+03
 38   68  0.100000E+03
 38   69  0.100000E+03
 38   70  0.100000E+03
 38   71  0.144025E+02
 39   36  0.772887E+02
 39   37  0.100000E+03
 39   38  0.100000E+03
 39   39  0.100000E+03
 39   40  0.100000E+03
 39   41  0.100000E+03
 39   42  0.100000E+03
 39   43  0.100000E+03
 39   44  0.100000E+03
 39   45  0.100000E+03
 39   46  0.100000E+03
 39   47  0.100000E+03
 39   48  0.100000E+03
 39   49  0.100000E+03
 39   50  0.100000E+03
 39   51  0.100000E+03
 39   52  0.100000E+03
 39   53  0.100000E+03
 39   54  0.100000E+03
 39   55  0.100000E+03
 39   56  0.100000E+03
 39   57  0.100000E+03
 39   58  0.100000E+03
 39   59  0.100000E+03
 39   60  0.100000E+03
